###############################################
# Stream: Power
# Installation: Franklin Fixtures 
# Path:   /Site Data/Power
# URL: https://10.8.0.21:8088
#
# start:             2021-07-31 07:00:45 +0000
# end:               2021-09-01 07:00:45 +0000
# total time:        about 1 month
# total rows:        2461
# decimation factor: 256
# notes:             
# legend:
#                    Column 1: time (us)
#                    Column 2: Meter Real Power (no units)
#                    Column 3: Solar (no units)
#                    Column 4: Load (no units)
#                    Column 5: Battery Power (no units)
#                    Column 6: Meter Reactive Power (no units)
#
# --------- MATLAB INSTRUCTIONS ------------
#
# this file can be loaded directly into MATLAB
#
#   >> x = importdata('~/Downloads/filename.csv')
#   x =
#       data: [1737x15 double] % the data
#   textdata: {41x1 cell}      % this help text
#
# --------- JOULE INSTRUCTIONS ----------
#
# raw data can be accessed using the joule cli, run:
#
# $> joule -n https://10.8.0.21:8088 data read -s 1627714845852000 -e 1630479645852000 /Site Data/Power
#
# ------------------------------------------
#
1.627714890522433e+15, -1644.446044921875, 0.0, -6778.77587890625, -4804.6875, -7698.591796875
1.627715731601339e+15, -1538.7264404296875, 0.0, -6680.04296875, -4803.90625, -7718.609375
1.627716577098264e+15, -1583.7088623046875, 0.0, -6726.97265625, -4805.078125, -7805.71240234375
1.627717414115792e+15, -1546.6556396484375, 0.0, -6690.9248046875, -4807.421875, -7768.4189453125
1.627718274354105e+15, -1690.0162353515625, 0.0, -6833.0498046875, -4801.5625, -7886.0615234375
1.627719116953034e+15, -1402.16796875, 0.0, -6523.31201171875, -4786.71875, -7774.4267578125
1.62771996081489e+15, -5428.14697265625, 0.0, -6827.46240234375, -1221.09375, -8012.58203125
1.627720805404546e+15, -6291.58447265625, 0.0, -6447.7021484375, -105.46875, -8287.5732421875
1.627721638288636e+15, -6532.84326171875, 0.0, -6700.6904296875, -98.828125, -8499.90625
1.627722477723487e+15, -6259.32421875, 0.0, -6513.53662109375, -150.0, -8261.083984375
1.627723317811327e+15, -6544.71484375, 0.0, -6745.5712890625, -132.03125, -8460.2802734375
1.627724154606097e+15, -6264.45263671875, 0.0, -6429.4541015625, -101.5625, -8343.5576171875
1.627725005480768e+15, -6397.69140625, 0.0, -6553.3642578125, -85.546875, -8381.2265625
1.627725835204019e+15, -6645.6630859375, 0.0, -6774.01513671875, -75.78125, -8582.458984375
1.627726662388874e+15, -6414.27294921875, 0.0, -6423.01171875, 0.0, -8611.7685546875
1.62772749435062e+15, -6784.15673828125, 0.0, -6794.44140625, 0.0, -8856.408203125
1.627728706958671e+15, -6479.78662109375, 85.65234375, -6575.07470703125, 0.0, -9443.984375
1.627730125694737e+15, -5453.99169921875, 1506.63671875, -6952.7646484375, 0.0, -9573.0263671875
1.627731552707698e+15, -962.2486572265625, 3729.029296875, -4671.88037109375, 0.0, -9261.5263671875
1.627732948194081e+15, 2910.317626953125, 7773.955078125, -2858.491943359375, 1996.484375, -8446.494140625
1.627734357667292e+15, 4198.16357421875, 9963.1171875, -1299.4273681640625, 5132.03125, -8063.6474609375
1.627735733386003e+15, 5779.97021484375, 13906.982421875, -701.9714965820312, 8416.015625, -7980.521484375
1.627737116375523e+15, 8387.98828125, 16761.259765625, -474.798828125, 9879.296875, -7893.685546875
1.627738535429897e+15, 16586.51953125, 20971.2734375, -12.734542846679688, 9892.578125, -7631.5732421875
1.627739991734191e+15, 19861.767578125, 22483.427734375, -45.62854766845703, 7828.125, -7637.7001953125
1.627741403799315e+15, 21761.880859375, 20014.11328125, -154.94923400878906, 2938.671875, -7245.15673828125
1.627742842284644e+15, 38034.69140625, 28822.90625, -236.71078491210938, 633.203125, -7320.46826171875
1.627744303115261e+15, 49089.0234375, 35547.8203125, -166.28111267089844, 0.0, -7602.2353515625
1.627745731672167e+15, 47581.7109375, 34664.3828125, -150.69442749023438, 0.0, -7758.7529296875
1.627747146491007e+15, 51978.4765625, 37511.4375, -46.89829635620117, 0.0, -7779.35205078125
1.627748550362612e+15, 59148.2109375, 42441.39453125, -139.71609497070312, 0.0, -7467.9775390625
1.627749950074526e+15, 66466.15625, 45462.87890625, 0.0, 0.0, -7449.1826171875
1.627751355885604e+15, 69237.4453125, 48349.5, -139.25384521484375, 0.0, -7644.0263671875
1.627752754783229e+15, 67005.3125, 44742.6484375, -220.11514282226562, 0.0, -8374.1826171875
1.627754155321343e+15, 68323.625, 47427.359375, 0.0, 0.0, -8172.05078125
1.627755534541534e+15, 70519.734375, 51883.5234375, 0.0, 0.0, -8042.0439453125
1.627756922668417e+15, 69489.2421875, 47801.55078125, 0.0, 0.0, -7811.87255859375
1.627758349450698e+15, 63361.28125, 46657.296875, -699.104736328125, 0.0, -7937.234375
1.627759760453722e+15, 64539.5546875, 44248.80859375, -470.90545654296875, 50.390625, -7730.03125
1.627761213014019e+15, 65129.4609375, 48364.6328125, -158.9016876220703, 0.0, -7856.88818359375
1.627762659049452e+15, 45232.90234375, 33864.3046875, -1633.314453125, 59.375, -7684.78271484375
1.627764039950359e+15, 49654.13671875, 37423.38671875, -4.3372931480407715, 0.0, -7704.7451171875
1.627765445400499e+15, 41268.76171875, 31214.8828125, -1042.5108642578125, 12.109375, -7734.2197265625
1.627766866936585e+15, 44478.13671875, 30756.23828125, 0.0, 42.578125, -7568.9833984375
1.627768264893647e+15, 38029.25, 28693.482421875, 0.0, 0.0, -7619.064453125
1.627769678248112e+15, 29157.626953125, 23869.982421875, -71.49688720703125, 60.9375, -7576.5419921875
1.627771105552554e+15, 21918.443359375, 17738.27734375, -133.258056640625, 0.0, -8097.56640625
1.627772511981534e+15, 11022.1474609375, 11091.197265625, -1023.0289916992188, 69.140625, -8194.2041015625
1.627773924882026e+15, 6947.8095703125, 9308.75, -2404.877197265625, 11.71875, -8561.7421875
1.627775340546315e+15, 224.17327880859375, 4511.099609375, -4233.501953125, 51.953125, -7937.18701171875
1.627776778359034e+15, -3835.621337890625, 2047.369140625, -5888.2880859375, 0.0, -8973.908203125
1.62777819243989e+15, -6381.529296875, 148.314453125, -6536.5654296875, 0.0, -8695.37109375
1.627779378685202e+15, -6456.81298828125, 0.0, -6467.01123046875, 0.0, -7812.07763671875
1.627780282341065e+15, -6631.6015625, 0.0, -6639.15966796875, 0.0, -7776.13427734375
1.627781151476225e+15, -6464.16943359375, 0.0, -6475.76171875, 0.0, -7839.787109375
1.62778203525771e+15, -6724.6298828125, 0.0, -6733.9580078125, 0.0, -8114.47509765625
1.627782904935944e+15, -6394.1787109375, 0.0, -6404.93603515625, 0.0, -8088.35791015625
1.627783762506843e+15, -6778.2861328125, 0.0, -6789.02978515625, 0.0, -8533.4990234375
1.627784625218397e+15, -6538.8017578125, 0.0, -6547.69140625, 0.0, -8456.4931640625
1.627785491544073e+15, -6677.6455078125, 0.0, -6690.66015625, 0.0, -8597.88671875
1.62778636402673e+15, -6538.48291015625, 0.0, -6547.2509765625, 0.0, -8353.3251953125
1.627787238150429e+15, -6661.9638671875, 0.0, -6674.5654296875, 0.0, -7801.06787109375
1.627788113863933e+15, -6636.75439453125, 0.0, -6646.59326171875, 0.0, -7832.44384765625
1.627789005075612e+15, -6647.0478515625, 0.0, -6658.4453125, 0.0, -7761.42138671875
1.627789908953507e+15, -6325.65380859375, 0.0, -6337.11376953125, 0.0, -7900.98974609375
1.62779078088521e+15, -6513.091796875, 0.0, -6521.9443359375, 0.0, -8145.5224609375
1.627791685046913e+15, -6800.171875, 0.0, -6812.71826171875, 0.0, -8505.3916015625
1.627792557627062e+15, -6618.55908203125, 0.0, -6626.20654296875, 0.0, -8475.703125
1.627793453041944e+15, -6660.8408203125, 0.0, -6672.3251953125, 0.0, -8674.615234375
1.627794349418811e+15, -2657.031494140625, 0.0, -6861.6845703125, -3920.703125, -8182.29833984375
1.627795236710933e+15, -2870.178955078125, 0.0, -8019.52490234375, -4807.8125, -8048.30078125
1.627796124897917e+15, -1618.98779296875, 0.0, -6758.7509765625, -4805.46875, -7876.1962890625
1.627797005261936e+15, -1548.731689453125, 0.0, -6687.45361328125, -4802.34375, -7698.19384765625
1.62779785964305e+15, -1732.3427734375, 0.0, -6878.74169921875, -4803.125, -7928.3349609375
1.627798729190632e+15, -1491.67138671875, 0.0, -6644.7939453125, -4805.078125, -7931.84033203125
1.627799630054847e+15, -1689.0196533203125, 0.0, -6831.58544921875, -4805.078125, -8162.5205078125
1.627800513940522e+15, -1615.9200439453125, 0.0, -6751.93310546875, -4803.90625, -8108.1044921875
1.627801390893499e+15, -1748.747802734375, 0.0, -6880.85693359375, -4800.0, -8260.55078125
1.627802302577221e+15, -1609.8641357421875, 0.0, -6741.9365234375, -4801.171875, -8310.82421875
1.627803173217804e+15, -1660.3123779296875, 0.0, -6801.232421875, -4801.5625, -8366.4638671875
1.627804059688761e+15, -2735.9267578125, 0.0, -6884.3193359375, -3855.859375, -8190.787109375
1.627804928026284e+15, -6093.6181640625, 0.0, -6456.49560546875, -266.40625, -8398.1171875
1.627805795433726e+15, -6498.583984375, 0.0, -6758.400390625, -153.125, -8522.25390625
1.627806672080155e+15, -6338.62744140625, 0.0, -6528.0615234375, -122.265625, -8483.73828125
1.627807545495772e+15, -6637.71240234375, 0.0, -6784.54296875, -97.265625, -8795.166015625
1.62780842898796e+15, -6268.4453125, 0.0, -6463.26904296875, -125.0, -8609.1328125
1.627809313149206e+15, -6547.8955078125, 0.0, -6790.5830078125, -147.265625, -8610.10546875
1.627810187623964e+15, -6509.24658203125, 0.0, -6662.8447265625, -98.828125, -8717.7646484375
1.627811044967066e+15, -6388.640625, 0.0, -6535.91796875, -88.671875, -8761.2919921875
1.627811918872862e+15, -6452.4912109375, 0.0, -6601.74462890625, -91.796875, -8665.591796875
1.627812815489624e+15, -6638.45947265625, 0.0, -6647.1494140625, 0.0, -8871.9921875
1.627813701028643e+15, -6628.50634765625, 0.0, -6639.2021484375, 0.0, -8905.18359375
1.62781458290276e+15, -6685.9951171875, 0.0, -6696.326171875, 0.0, -8827.189453125
1.627815719338851e+15, -6311.5595703125, 244.34375, -6566.8330078125, 0.0, -9484.021484375
1.627817109419139e+15, -6039.52587890625, 577.537109375, -6620.0283203125, 0.0, -9752.8134765625
1.627818501118167e+15, -5797.9296875, 688.708984375, -6493.6923828125, 0.0, -9629.1875
1.627819916864753e+15, -5760.24462890625, 703.732421875, -6463.4931640625, 0.0, -9505.578125
1.627821384038159e+15, -4240.6259765625, 1720.1953125, -5962.22265625, 0.0, -9276.63671875
